category,sub_category,code,summary
Anesthesia,"CPT®00922,Under Anesthesia for Procedures on the Perineum",00922,"The provider performs anesthesia services for a patient undergoing a procedure related to the seminal vesicles, which are the glands secreting the components of semen."
Anesthesia,"CPT®00924,Under Anesthesia for Procedures on the Perineum",00924,The provider performs anesthesia services for a patient undergoing a procedure on an undescended testis of one or both sides.
Anesthesia,"CPT®00926,Under Anesthesia for Procedures on the Perineum",00926,"The provider performs anesthesia services for a patient undergoing surgical removal of one or both testes by an incision made into the inguinal (groin) area, typically for malignancy. The surgical provider also removes the spermatic cord."
Anesthesia,"CPT®00928,Under Anesthesia for Procedures on the Perineum",00928,"The provider performs anesthesia services for a patient undergoing surgical removal of one or both testes, typically for malignancy, along with the spermatic cord and nearby abdominal lymph nodes. The surgical provider performs the procedure by an incision made into the lower abdominal area."
Anesthesia,"CPT®00930,Under Anesthesia for Procedures on the Perineum",00930,The provider performs anesthesia services for a patient undergoing surgical treatment to move an undescended testis on one or both sides into the scrotum.
Anesthesia,"CPT®00932,Under Anesthesia for Procedures on the Perineum",00932,"The provider performs anesthesia services for a patient undergoing complete amputation or surgical removal of the penis. the male genital organ, comprising primarily erectile tissue."
Anesthesia,"CPT®00934,Under Anesthesia for Procedures on the Perineum",00934,The provider performs anesthesia services for a patient undergoing extensive amputation or surgical removal of the penis along with removal of the lymph nodes of the groin on both sides.
Anesthesia,"CPT®00936,Under Anesthesia for Procedures on the Perineum",00936,The provider performs anesthesia services for a patient undergoing extensive surgical removal of the penis along with removal of lymph nodes of the inguinal and iliac region on both sides.
Anesthesia,"CPT®00938,Under Anesthesia for Procedures on the Perineum",00938,"The provider performs anesthesia services for a patient undergoing the procedure through the perineum for penile prosthesis insertion, a procedure performed to treat erectile dysfunction in men."
Anesthesia,"CPT®00940,Under Anesthesia for Procedures on the Perineum",00940,"The provider performs anesthesia services for a patient undergoing procedures on the female perineum including biopsy of the labia, vagina, cervix, or endometrium. Use this code for procedures not specified by any other anesthesia code."
Anesthesia,"CPT®00942,Under Anesthesia for Procedures on the Perineum",00942,"The provider performs anesthesia services for a patient undergoing procedures on the female vagina and associated structures including biopsy, incision into the vagina, repair of vaginal tear, or excision of the vagina and open urethral procedures."
Anesthesia,"CPT®00944,Under Anesthesia for Procedures on the Perineum",00944,The provider performs anesthesia services for a patient undergoing removal of the uterus through the vaginal approach.
Anesthesia,"CPT®00948,Under Anesthesia for Procedures on the Perineum",00948,The provider performs anesthesia services for a patient undergoing cervical cerclage in which the surgical provider uses sutures to close the cervix in a pregnant female who has an incompetent cervix. The procedure helps to prevent premature delivery.
Anesthesia,"CPT®00950,Under Anesthesia for Procedures on the Perineum",00950,The provider performs anesthesia services for a patient undergoing culdoscopy in which the surgical provider views the uterus by introducing a flexible tube with a viewing camera.
Anesthesia,"CPT®00952,Under Anesthesia for Procedures on the Perineum",00952,The provider performs anesthesia services for a patient undergoing either hysteroscopy or hysterosalpingography or both.
Anesthesia,"CPT®01112,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01112,The provider performs anesthesia services for a patient undergoing the procedure of either bone marrow aspiration or biopsy or both. The procedure site is the anterior or posterior iliac crest.
Anesthesia,"CPT®01120,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01120,The provider performs anesthesia services for a patient undergoing procedures on the bony pelvis.
Anesthesia,"CPT®01130,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01130,The provider performs anesthesia services for a patient undergoing body cast application or revision. Application involves enclosing the body with a plaster shell. Revision refers to redoing the procedure for specific needs.
Anesthesia,"CPT®01140,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01140,"The provider performs anesthesia services for a patient undergoing anesthesia for interpelviabdominal amputation, which is removal of one half of the pelvis as well as one entire lower limb."
Anesthesia,"CPT®01150,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01150,"The provider performs anesthesia services for a patient undergoing radical procedures for a tumor of the pelvis, other than hindquarter amputation."
Anesthesia,"CPT®01160,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01160,The provider performs anesthesia services for a patient undergoing closed procedures involving the symphysis pubis or sacroiliac joint.
Anesthesia,"CPT®01170,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01170,The provider performs anesthesia services for a patient undergoing open procedures involving the symphysis pubis or sacroiliac joint.
Anesthesia,"CPT®01173,Under Anesthesia for Procedures on the Pelvis (Except Hip)",01173,The provider performs anesthesia services for a patient undergoing open repair of fracture disruption of the pelvis or of column fracture involving the acetabulum.
Anesthesia,"CPT®01200,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01200,The provider performs anesthesia services for a patient undergoing any closed procedure involving the hip joint. Closed means interventions that do not require an open surgical entry into the joint.
Anesthesia,"CPT®01202,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01202,The provider performs anesthesia services for a patient undergoing an arthroscopic procedure of the hip joint.
Anesthesia,"CPT®01210,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01210,The provider performs anesthesia services for a patient undergoing an open procedure of the hip joint.
Anesthesia,"CPT®01212,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01212,The provider performs anesthesia services for a patient undergoing an open disarticulation procedure of the hip joint.
Anesthesia,"CPT®01214,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01214,The provider performs anesthesia services for a patient undergoing an open total hip arthroplasty.
Anesthesia,"CPT®01215,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01215,The provider performs anesthesia services for a patient undergoing a revision of an open total hip arthroplasty.
Anesthesia,"CPT®01220,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01220,"The provider performs anesthesia services for a patient undergoing any closed procedure of the upper two thirds of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01230,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01230,"The provider performs anesthesia services for a patient undergoing an open procedure of the upper two thirds of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01232,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01232,"The provider performs anesthesia services for a patient undergoing an amputation, or removal, of the leg at the upper two thirds of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01234,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01234,"The provider performs anesthesia services for a patient undergoing a radical resection, or an extensive surgical removal of tissue, of the upper two thirds of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01250,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01250,"The provider performs anesthesia services for a patient undergoing any procedure on the nerves, muscles, tendons, fascia, and bursae of the upper leg."
Anesthesia,"CPT®01260,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01260,"The provider performs anesthesia services for a patient undergoing a procedure of the veins of the upper leg, including an exploration."
Anesthesia,"CPT®01270,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01270,The provider performs anesthesia services for a patient undergoing a procedure on the arteries of the upper leg that includes placement of a bypass graft.
Anesthesia,"CPT®01272,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01272,The provider performs anesthesia services for a patient undergoing ligation and bypass graft placement of the femoral artery in the upper leg.
Anesthesia,"CPT®01274,Under Anesthesia for Procedures on the Upper Leg (Except Knee)",01274,The provider performs anesthesia services for a patient undergoing the surgical removal of an embolus and placement of a bypass graft of the femoral artery in the upper leg.
Anesthesia,"CPT®01320,Under Anesthesia for Procedures on the Knee and Popliteal Area",01320,"The provider performs anesthesia services for a patient undergoing any procedure on the nerves, muscles, tendons, fascia, and bursae of the knee and or the popliteal area."
Anesthesia,"CPT®01340,Under Anesthesia for Procedures on the Knee and Popliteal Area",01340,"The provider performs anesthesia services for a patient undergoing any closed procedure of the lower one third of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01360,Under Anesthesia for Procedures on the Knee and Popliteal Area",01360,"The provider performs anesthesia services for a patient undergoing any open procedure of the lower one third of the femur, or the thigh bone, the long bone that extends from the pelvis to the knee."
Anesthesia,"CPT®01380,Under Anesthesia for Procedures on the Knee and Popliteal Area",01380,The provider performs anesthesia services for a patient undergoing any closed procedure of the knee joint.
Anesthesia,"CPT®01382,Under Anesthesia for Procedures on the Knee and Popliteal Area",01382,The provider performs anesthesia services for a patient undergoing a diagnostic arthroscopic procedure of the knee joint.
Anesthesia,"CPT®01390,Under Anesthesia for Procedures on the Knee and Popliteal Area",01390,"The provider performs anesthesia services for a patient undergoing any closed procedure of the upper end of the tibia, fibula, and or the patella."
Anesthesia,"CPT®01392,Under Anesthesia for Procedures on the Knee and Popliteal Area",01392,"The provider performs anesthesia services for a patient undergoing any open procedure of the upper ends of the tibia, fibula, and or the patella."
Anesthesia,"CPT®01400,Under Anesthesia for Procedures on the Knee and Popliteal Area",01400,The provider performs anesthesia services for a patient undergoing an open or arthroscopic procedure on the knee joint.
Anesthesia,"CPT®01402,Under Anesthesia for Procedures on the Knee and Popliteal Area",01402,The provider performs anesthesia services for a patient undergoing an open or arthroscopic total knee arthroplasty.
Anesthesia,"CPT®01404,Under Anesthesia for Procedures on the Knee and Popliteal Area",01404,"The provider performs anesthesia services for a patient undergoing an open or arthroscopic procedure, including disarticulation, at the knee joint."
Anesthesia,"CPT®01420,Under Anesthesia for Procedures on the Knee and Popliteal Area",01420,"The provider performs anesthesia services for a patient undergoing the application, removal, or repair of a cast that includes the knee joint."
Anesthesia,"CPT®01430,Under Anesthesia for Procedures on the Knee and Popliteal Area",01430,The provider performs anesthesia services for a patient undergoing a procedure to the veins of the knee and the popliteal area. Report this code when there is no other code to represent this procedure.
Anesthesia,"CPT®01432,Under Anesthesia for Procedures on the Knee and Popliteal Area",01432,"The provider performs anesthesia services for a patient undergoing a procedure for arteriovenous fistula, or AV, in the veins of the knee and popliteal area."
Anesthesia,"CPT®01440,Under Anesthesia for Procedures on the Knee and Popliteal Area",01440,The provider performs anesthesia services for a patient undergoing a procedure to the arteries of the knee and popliteal area.
Anesthesia,"CPT®01442,Under Anesthesia for Procedures on the Knee and Popliteal Area",01442,The provider performs anesthesia services for a patient undergoing a popliteal thromboendarterectomy procedure that may include a patch graft.
Anesthesia,"CPT®01444,Under Anesthesia for Procedures on the Knee and Popliteal Area",01444,The provider performs anesthesia services for a patient undergoing an excision and graft or repair of the popliteal area due to an occlusion or aneurysm.
Anesthesia,"CPT®01462,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01462,"The provider performs anesthesia services for a patient undergoing any closed procedure of the lower leg, ankle, and foot."
Anesthesia,"CPT®01464,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01464,The provider performs anesthesia services for a patient undergoing an arthroscopic procedure of the ankle and or foot.
Anesthesia,"CPT®01470,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01470,"The provider performs anesthesia services for a patient undergoing a procedure on the nerves, muscles, tendons, and fascia of the lower leg, ankle, and foot. Report this code when no other more specific code applies."
Anesthesia,"CPT®01472,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01472,"The provider performs anesthesia services for a patient undergoing a procedure on the nerves, muscles, tendons, and fascia of lower leg, ankle, and foot, including a repair of ruptured Achilles tendon, with or without graft."
Anesthesia,"CPT®01474,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01474,"The provider performs anesthesia services for a patient undergoing a procedure on nerves, muscles, tendons, and fascia of lower leg, ankle, and foot, including a gastrocnemius recession (eg, Strayer procedure)."
Anesthesia,"CPT®01480,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01480,"The provider performs anesthesia services for a patient undergoing an open procedure on the bones of the lower leg, ankle, and foot."
Anesthesia,"CPT®01482,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01482,"The provider performs anesthesia services for a patient undergoing a procedure on the bones of lower leg, ankle, and foot, including a radical resection (including below knee amputation)."
Anesthesia,"CPT®01484,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01484,The provider performs anesthesia services for a patient undergoing an osteotomy or osteoplasty of the tibia and or fibula.
Anesthesia,"CPT®01486,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01486,The provider performs anesthesia services for a patient undergoing a total ankle replacement.
Anesthesia,"CPT®01490,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01490,"The provider performs anesthesia services for a patient undergoing the application, removal or repair of a lower leg cast."
Anesthesia,"CPT®01500,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01500,The provider performs anesthesia services for a patient undergoing a procedure on the arteries of the lower leg that includes placement of a bypass graft.
Anesthesia,"CPT®01502,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01502,"The provider performs anesthesia services for a patient undergoing the direct surgical removal of an embolus or a catheter directed removal, along with the placement of a bypass graft for an artery of the lower leg."
Anesthesia,"CPT®01520,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01520,The provider performs anesthesia services for a patient undergoing a procedure on the veins of the lower leg.
Anesthesia,"CPT®01522,Under Anesthesia for Procedures on the Lower Leg (Below Knee)",01522,The provider performs anesthesia services for a patient undergoing a direct or catheter directed venous thrombectomy of a vein in the lower leg.
Anesthesia,"CPT®01610,Under Anesthesia for Procedures on the Shoulder and Axilla",01610,"The provider performs anesthesia services for a patient undergoing any procedure of the nerves, muscles, tendons, fascia, and bursae of the shoulder and axilla."
Anesthesia,"CPT®01620,Under Anesthesia for Procedures on the Shoulder and Axilla",01620,"The provider performs anesthesia services for a patient undergoing any closed procedure to the humeral head and neck, sternoclavicular, acromioclavicular, and shoulder joints."
Anesthesia,"CPT®01622,Under Anesthesia for Procedures on the Shoulder and Axilla",01622,The provider performs anesthesia services for a patient undergoing a diagnostic arthroscopic procedure of the shoulder joint.
Anesthesia,"CPT®01630,Under Anesthesia for Procedures on the Shoulder and Axilla",01630,"The provider performs anesthesia services for a patient undergoing an open or arthroscopic procedure to the humeral head and neck, sternoclavicular, acromioclavicular, and shoulder joints."
Anesthesia,"CPT®01634,Under Anesthesia for Procedures on the Shoulder and Axilla",01634,"The provider performs anesthesia services for a patient undergoing an open or surgical arthroscopic procedure on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint, including shoulder disarticulation."
Anesthesia,"CPT®01636,Under Anesthesia for Procedures on the Shoulder and Axilla",01636,"The provider performs anesthesia services for a patient undergoing an open or surgical arthroscopic procedure on humeral head and neck, sternoclavicular joint, acromioclavicular joint, and shoulder joint, including an interthoracoscapular (forequarter) amputation."
Anesthesia,"CPT®01638,Under Anesthesia for Procedures on the Shoulder and Axilla",01638,The provider performs anesthesia services for a patient undergoing replacement of the shoulder joint.
Anesthesia,"CPT®01650,Under Anesthesia for Procedures on the Shoulder and Axilla",01650,The provider performs anesthesia services for a patient undergoing a procedure on the arteries of the shoulder and axilla that another anesthesia code does not describe.
Anesthesia,"CPT®01652,Under Anesthesia for Procedures on the Shoulder and Axilla",01652,The provider performs anesthesia services for a patient undergoing surgery for an axillary–brachial artery aneurysm.
Anesthesia,"CPT®01654,Under Anesthesia for Procedures on the Shoulder and Axilla",01654,The provider performs anesthesia services for a patient undergoing a bypass graft procedure for the arteries of the shoulder and axilla.
Anesthesia,"CPT®01656,Under Anesthesia for Procedures on the Shoulder and Axilla",01656,The provider performs anesthesia services for a patient undergoing a bypass graft procedure from the axillary artery to the femoral artery.
Anesthesia,"CPT®01670,Under Anesthesia for Procedures on the Shoulder and Axilla",01670,The provider performs anesthesia services for a patient undergoing any procedure on the veins of the shoulder and axilla.
Anesthesia,"CPT®01680,Under Anesthesia for Procedures on the Shoulder and Axilla",01680,"The provider performs anesthesia services for a patient undergoing shoulder cast application, removal, or repair not described by another anesthesia code."
Anesthesia,"CPT®01710,Under Anesthesia for Procedures on the Upper Arm and Elbow",01710,"The provider performs anesthesia services for a patient undergoing procedures, not described by another anesthesia code, on the nerves, muscles, tendons, fascia, and bursae of the upper arm and elbow."
Anesthesia,"CPT®01712,Under Anesthesia for Procedures on the Upper Arm and Elbow",01712,The provider performs anesthesia services for a patient undergoing an open tenotomy in the area of the elbow to the shoulder.
Anesthesia,"CPT®01714,Under Anesthesia for Procedures on the Upper Arm and Elbow",01714,"The provider performs anesthesia services for a procedure on the nerves, muscles, tendons, fascia, and bursae of upper arm and elbow; tenoplasty, elbow to shoulder."
Anesthesia,"CPT®01716,Under Anesthesia for Procedures on the Upper Arm and Elbow",01716,"The provider performs anesthesia services for a procedure on the nerves, muscles, tendons, fascia, and bursae of upper arm and elbow; tenodesis, rupture of long tendon of biceps."
Anesthesia,"CPT®01730,Under Anesthesia for Procedures on the Upper Arm and Elbow",01730,"The provider performs anesthesia services for a closed procedure on the humerus, or upper arm bone, and elbow."
Anesthesia,"CPT®01732,Under Anesthesia for Procedures on the Upper Arm and Elbow",01732,The provider performs anesthesia services for a diagnostic arthroscopic procedure of the elbow joint.
Anesthesia,"CPT®01740,Under Anesthesia for Procedures on the Upper Arm and Elbow",01740,The provider performs anesthesia services for an open or surgical arthroscopic procedure of the elbow.
Anesthesia,"CPT®01742,Under Anesthesia for Procedures on the Upper Arm and Elbow",01742,The provider performs anesthesia services for a patient undergoing osteotomy of the humerus which is the long bone within the arm. Osteotomy is surgical excision of bone.
Anesthesia,"CPT®01744,Under Anesthesia for Procedures on the Upper Arm and Elbow",01744,"The provider performs anesthesia services for a patient undergoing open or arthroscopic repair of nonunion or malunion of the humerus, which is the long bone of the upper arm."
Anesthesia,"CPT®01756,Under Anesthesia for Procedures on the Upper Arm and Elbow",01756,The provider performs anesthesia services for a patient undergoing a radical surgical procedure on the elbow through arthroscopy or open approach.
Anesthesia,"CPT®01758,Under Anesthesia for Procedures on the Upper Arm and Elbow",01758,"The provider performs anesthesia services for a patient undergoing arthroscopic or open excision of a cyst or tumor of the humerus, which is the long bone of the upper arm."
Anesthesia,"CPT®01760,Under Anesthesia for Procedures on the Upper Arm and Elbow",01760,The provider performs anesthesia services for a patient undergoing total elbow replacement.
Anesthesia,"CPT®01770,Under Anesthesia for Procedures on the Upper Arm and Elbow",01770,"The provider performs anesthesia services for a patient undergoing procedures on arteries of the upper arm and elbow such as the brachial, radial, and ulnar arteries. This code is used for an anesthesia procedure not specified by any other anesthesia code."
Anesthesia,"CPT®01772,Under Anesthesia for Procedures on the Upper Arm and Elbow",01772,"The provider performs anesthesia services for a patient undergoing embolectomy in arteries of the upper arm and elbow such as the brachial, radial, and ulnar arteries."
Anesthesia,"CPT®01780,Under Anesthesia for Procedures on the Upper Arm and Elbow",01780,The provider performs anesthesia services for a patient undergoing procedures on veins of the upper arm and elbow. This code is used for anesthesia procedure not specified by any other anesthesia code.
Anesthesia,"CPT®01782,Under Anesthesia for Procedures on the Upper Arm and Elbow",01782,"The provider performs anesthesia services for a patient undergoing phleborrhaphy, or suturing, of veins of the upper arm and elbow."
Anesthesia,"CPT®01810,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01810,"The provider performs anesthesia services for a patient undergoing any procedures on the nerves, muscles, tendons, fascia, and bursae of the forearm, wrist, and hand."
Anesthesia,"CPT®01820,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01820,"The provider performs anesthesia services for a patient undergoing a closed procedure the on radius, ulna, wrist, or hand bones."
Anesthesia,"CPT®01829,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01829,The provider performs anesthesia services for a patient undergoing arthroscopic procedures on the wrist for the purpose of diagnosis of the pathology.
Anesthesia,"CPT®01830,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01830,"The provider performs anesthesia services for a patient undergoing procedures on the distal radius, distal ulna, wrist, or hand joints. The provider may perform the procedure by using an open approach or an arthroscopic/endoscopic approach. This code is used for an anesthesia procedure not specified by any other anesthesia code."
Anesthesia,"CPT®01832,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01832,The provider performs anesthesia services for a patient undergoing total wrist replacement.
Anesthesia,"CPT®01840,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01840,"The provider performs anesthesia services for a patient undergoing a procedure on arteries of the forearm, wrist, and hand such as the radial, the ulnar, and the digital arteries. Use this code for anesthesia procedures not specified by any other anesthesia code."
Anesthesia,"CPT®01842,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01842,"The provider performs anesthesia services for a patient undergoing embolectomy in the arteries of the forearm, wrist, and hand such as the radial, ulnar, and digital arteries."
Anesthesia,"CPT®01844,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01844,"The provider performs anesthesia services for a patient undergoing a vascular shunt procedure, or shunt revision of any type, such as for dialysis."
Anesthesia,"CPT®01850,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01850,"The provider performs anesthesia services for a patient undergoing procedures on veins of the forearm, wrist, and hand. Use this code for anesthesia procedures not specified by any other anesthesia code."
Anesthesia,"CPT®01852,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01852,"The provider performs anesthesia services for a patient undergoing phleborrhaphy, which is suturing of veins of the forearm, wrist, and hand."
Anesthesia,"CPT®01860,Under Anesthesia for Procedures on the Forearm, Wrist, and Hand",01860,"The provider performs anesthesia services for a patient undergoing forearm, wrist, or hand cast application or revision, which means redoing the cast application to meet specific needs."
Anesthesia,"CPT®01916,Under Anesthesia for Radiological Procedures",01916,The provider performs anesthesia services for a patient undergoing diagnostic arteriography or venography.
Anesthesia,"CPT®01920,Under Anesthesia for Radiological Procedures",01920,"The provider performs anesthesia services for a patient undergoing coronary angiography and ventriculography, which does not include Swan–Ganz catheterization."
Anesthesia,"CPT®01922,Under Anesthesia for Radiological Procedures",01922,The provider performs anesthesia services for a patient undergoing non–invasive imaging or radiation therapy.
Anesthesia,"CPT®01924,Under Anesthesia for Radiological Procedures",01924,The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the arterial system. This code is used for anesthesia procedures not specified by any other anesthesia code.
Anesthesia,"CPT®01925,Under Anesthesia for Radiological Procedures",01925,The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the carotid or coronary arteries.
Anesthesia,"CPT®01926,Under Anesthesia for Radiological Procedures",01926,"The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the arteries that are intracranial, or situated within the skull; intracardiac, or within the heart; or the aorta, which is the main artery that takes blood from the heart to distribute to the rest of the body."
Anesthesia,"CPT®01930,Under Anesthesia for Radiological Procedures",01930,The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the venous/lymphatic system. Use this code for anesthesia procedures not specified by any other anesthesia code.
Anesthesia,"CPT®01931,Under Anesthesia for Radiological Procedures",01931,"The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures on intrahepatic or portal circulation, which is the blood circulation within the liver."
Anesthesia,"CPT®01932,Under Anesthesia for Radiological Procedures",01932,"The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the jugular vein, which is a major vein bringing blood back from the brain, or the intrathoracic veins, which are blood vessels draining into the heart from within the chest."
Anesthesia,"CPT®01933,Under Anesthesia for Radiological Procedures",01933,The provider performs anesthesia services for a patient undergoing therapeutic interventional radiological procedures involving the intracranial venous or lymphatic system.
Anesthesia,"CPT®01937,Under Anesthesia for Radiological Procedures",01937,"The provider performs anesthesia services for a patient undergoing percutaneous image–guided injection, drainage, or aspiration procedures on the cervical or thoracic spine or spinal cord."
Anesthesia,"CPT®01938,Under Anesthesia for Radiological Procedures",01938,"The provider performs anesthesia services for a patient undergoing percutaneous image–guided injection, drainage, or aspiration procedures on the lumbar or sacral spine or spinal cord."
Anesthesia,"CPT®01939,Under Anesthesia for Radiological Procedures",01939,The provider performs anesthesia services for a patient undergoing percutaneous image–guided destruction procedures using a neurolytic agent. The anatomic area for the procedure is the cervical or thoracic spine or spinal cord.
Anesthesia,"CPT®01940,Under Anesthesia for Radiological Procedures",01940,The provider performs anesthesia services for a patient undergoing percutaneous image–guided destruction procedures using a neurolytic agent. The anatomic area for the procedure is the lumbar or sacral spine or spinal cord.
Anesthesia,"CPT®01941,Under Anesthesia for Radiological Procedures",01941,The provider performs anesthesia services for a patient undergoing percutaneous image–guided neuromodulation procedures (altering nerve activity through stimulation) or intravertebral procedures (like kyphoplasty or vertebroplasty). The anatomic area for the procedure is the cervical or thoracic spine or spinal cord.
Anesthesia,"CPT®01942,Under Anesthesia for Radiological Procedures",01942,The provider performs anesthesia services for a patient undergoing percutaneous image–guided neuromodulation procedures (altering nerve activity through stimulation) or intravertebral procedures (like kyphoplasty or vertebroplasty). The anatomic area for the procedure is the lumbar or sacral spine or spinal cord.
Anesthesia,"CPT®01951,Under Anesthesia for Burn Excisions or Debridement Procedures",01951,The provider performs anesthesia services for a patient undergoing excision or debridement of less than 4 percent of the total body surface area for second and third degree burns.
Anesthesia,"CPT®01952,Under Anesthesia for Burn Excisions or Debridement Procedures",01952,The provider performs anesthesia services for a patient undergoing excision or debridement of between 4 percent and 9 percent of the total body surface area for second– and third–degree burns.
Anesthesia,"CPT®01953,Under Anesthesia for Burn Excisions or Debridement Procedures",01953,"At the same session as anesthesia services for a patient undergoing second and third degree burn excision or debridement for total body surface area, or TBSA, the provider performs anesthesia services for each additional 9 percent of TBSA or part of that. The service may be for any site and may or may not involve skin grafting."
Anesthesia,"CPT®01958,Under Anesthesia for Obstetric Procedures",01958,The provider performs anesthesia services for an external cephalic version procedure.
Anesthesia,"CPT®01960,Under Anesthesia for Obstetric Procedures",01960,The provider performs anesthesia services for an obstetric patient who delivers vaginally.
Anesthesia,"CPT®01961,Under Anesthesia for Obstetric Procedures",01961,The provider performs anesthesia services for a cesarean delivery.
Anesthesia,"CPT®01962,Under Anesthesia for Obstetric Procedures",01962,The provider performs anesthesia services for an urgent hysterectomy following delivery.
Anesthesia,"CPT®01963,Under Anesthesia for Obstetric Procedures",01963,"The provider performs anesthesia services for a patient undergoing cesarean hysterectomy, which is removal of the uterus during a cesarean section. The provider does not provide labor analgesia or anesthesia care."
Anesthesia,"CPT®01965,Under Anesthesia for Obstetric Procedures",01965,The provider performs anesthesia services for an incomplete or missed abortion procedure.
Anesthesia,"CPT®01966,Under Anesthesia for Obstetric Procedures",01966,The provider performs anesthesia services for an induced abortion procedure.
Anesthesia,"CPT®01967,Under Anesthesia for Obstetric Procedures",01967,The provider performs neuraxial  anesthesia services for a patient undergoing a planned vaginal delivery.
Anesthesia,"CPT®01968,Under Anesthesia for Obstetric Procedures",01968,The provider performs anesthesia services for a patient undergoing a cesarean delivery after administration of neuraxial anesthetic.
Anesthesia,"CPT®01969,Under Anesthesia for Obstetric Procedures",01969,The provider performs anesthesia services for a patient undergoing a cesarean hysterectomy after neuraxial anesthesia.
Anesthesia,"CPT®01990,Under Anesthesia for Other Procedures",01990,The anesthesiology provider gives physiological support to a brain dead patient during organ procurement.
Anesthesia,"CPT®01991,Under Anesthesia for Other Procedures",01991,"The provider performs anesthesia services for a patient undergoing a diagnostic or therapeutic nerve block or injection that a different provider performs. The provider does not perform this procedure with the patient in a prone position, or lying flat."
Anesthesia,"CPT®01992,Under Anesthesia for Other Procedures",01992,"The provider performs anesthesia services for a patient undergoing a diagnostic or therapeutic nerve block or injection that a different provider performs. The provider performs this procedure with the patient in a prone position, or lying flat."
Anesthesia,"CPT®01996,Under Anesthesia for Other Procedures",01996,The provider performs anesthesia services for a patient undergoing epidural or subarachnoid continuous drug administration. This procedure is for the daily management by the provider of the patient receiving this service in the hospital.
Anesthesia,"CPT®01999,Under Anesthesia for Other Procedures",01999,Use 01999 to report procedures in the anesthesia section that do not have a specific code.
